"","Day's High Price","Day's Close Price","Price Sold at based on Daily Trade Strategy","Total Capital value using Daily Trade Strategy","Total Capital value using Hold Strategy","NA"
"649",28.879999,27.040001,3.14285357142856,27.040001,581.869909973709,643.044034317337
"648",27.76,27.459999,2.58684784134694,27.459999,590.471091518079,653.032096386019
"647",27.9,27.709999,0.540540540540535,27.709999,589.619940738555,658.977399737869
"646",27.75,26.969999,0.252890173410406,26.969999,574.495997546925,641.379301816392
"645",27.780001,27.49,2.62283339490211,27.49,583.409492891206,653.745556569454
"644",28.17,27.84,3.68052999631947,27.84,597.796109020655,662.068981262045
"643",28.24,27.98,0.605628785179901,27.98,595.879413266759,665.398351139081
"642",28.139999,27.58,0.499996428571427,27.58,586.941222067757,655.88586577612
"641",28.75,28.24,4.20442189198985,28.24,600.769123276313,671.581466625005
"640",28.33,26.809999,0.53229240596167,26.809999,571.562086382854,637.574307671208
"639",27,26.75,0.859170713485246,26.75,571.135069508455,636.147458647978
"638",27.91,27.709999,3.523742712305,27.709999,587.023471512155,658.977399737869
"637",28.219999,27.41,1.40136183974128,27.41,578.164331805539,651.843059496862
"636",27.6,27.360001,0.400145507457268,27.360001,575.430218128915,650.654022607706
"635",27.01,26.26,1.31282820705177,26.26,566.796606454063,624.494664078351
"634",26.959999,26.93,1.73584528301887,26.93,575.99368346445,640.42807706131
"633",27.18,26.51,0.554935236591362,26.51,564.912762994073,630.439967430201
"632",26.799999,26.049999,0.941619621153281,26.049999,554.27410415657,619.500585481583
"631",26.110001,25.91,2.47253139717425,25.91,563.628023496732,616.171239385761
"630",26.99,26.620001,3.01526324369224,26.620001,572.663281543807,633.055924686229
"629",28.18,28,2.69678926032108,28,584.350265994036,665.873975407229
"628",28.469999,27.77,2.11621241449829,27.77,582.044744214459,660.404296323527
"627",28.93,28.76,3.28454123527311,28.76,597.629662392283,683.947697596854
"626",29.790001,29.42,3.83408839895125,29.42,612.835972629662,699.643298445738
"625",29.6,29.059999,0.304981362250084,29.059999,603.490774374178,691.082037837861
"624",30.6,30.59,3.13447927199191,30.59,622.203666602834,727.467318132398
"623",31.450001,31.299999,2.77778104575163,31.299999,636.43706347925,744.351955870439
"622",31.959999,31.719999,2.17390658011807,31.719999,645.389462011998,754.340065501547
"621",32.209999,30.950001,0.405227530846151,30.950001,622.655961638057,736.028578740275
"620",31.709999,30.1,3.4921672158018,30.1,611.6822799278,715.814523562771
"619",30.35,29.85,0.463426033215035,29.85,604.393136717576,709.869220210921
"618",30.42,30.139999,1.13031914893618,30.139999,605.598688041044,716.765748317854
"617",30.440001,29.66,0.428907965321954,29.66,592.611602768359,705.350789663515
"616",30.889999,30.73,3.8319294117647,30.73,612.13292615367,730.796688009434
"615",31.5,30.82,1.28617363344051,30.82,606.621761545212,732.9369972161
"614",31.49,31.08,0.703549728173965,31.08,602.935860211871,739.120112702024
"613",31.93,31.540001,1.65552371856097,31.540001,605.431315950916,750.059494650642
"612",32.509998,32.470001,1.97615752748298,32.470001,616.636011637188,772.176023119525
"611",32.07,30.790001,0.218750000000001,30.790001,593.319481717032,732.223584595091
"610",31.49,31.24,1.64622336991607,31.24,598.298922170436,742.925106847208
"609",31.469999,30.98,7.95883018867924,30.899,634.196857500662,736.741991361284
"608",31.02,29.73,0.0322476620444954,29.73,608.019109109793,707.015474602033
"607",29.200001,28.110001,0.48176877087987,28.110001,588.142407200199,668.489932663256
"606",28.959999,28.639999,2.47699575371549,28.639999,596.050883017385,681.093928206752
"605",29.290001,29.049999,1.91371259568546,29.049999,602.480081962566,690.844225703787
"604",29.15,28.65,0.1374063848366,28.65,592.95959310436,681.33176412204
"603",29.17,28.549999,0.969196987511153,28.549999,585.981182975115,678.953619000086
"602",28.68,28.26,0.244666192077376,28.26,578.812570851597,672.057090893153
"601",28.16,27.370001,1.77087097940007,27.370001,572.537066968586,650.89183474178
"600",28.32,27.91,3.50876814660935,27.91,584.046379935923,663.733666200563
"599",28.629999,28.5,2.17701284796573,28.5,594.051457108273,677.764582110929
"598",28.75,28.32,0.806451612903227,28.32,589.885598362773,673.483963697597
"597",29.08,28.93,3.01098122564647,28.93,604.512588049416,687.990503876112
"596",29.049999,28.459999,0.449512448132773,28.459999,594.897221693423,676.81330979342
"595",28.549999,27.280001,0.954731225080217,27.280001,573.861252787573,648.751525535114
"594",27.629999,27.129999,0.036198405640883,27.129999,563.680472504892,645.184295961577
"593",27.639999,27.27,1.76730117820324,27.27,565.963419926672,648.513689619826
"592",27.459999,27.389999,0.365489752723325,27.389999,566.583952457755,651.367411447501
"591",27.34,26.870001,0,26.870001,556.843868658516,639.001228038079
"590",27.299999,27.25,1.71385618479881,27.25,565.350052941302,648.038065351678
"589",28.120001,27.780001,3.95564524789817,27.780001,580.607231669747,660.642132238814
"588",28.059999,27.719999,1.08068804034581,27.719999,579.770600910597,659.215211871943
"587",28.18,27.52,1.07604379756255,27.52,572.284343950644,654.458992971676
"586",28.129999,27.450001,0.106758007117425,27.450001,559.046470239485,652.794331814372
"585",28.68,28.58,4.02611534276387,28.58,579.526591202194,679.667079183522
"584",28.469999,27.959999,0.140692930003511,27.959999,569.945934241532,664.922703089719
"583",28.639999,28.139999,2.24919314530524,28.139999,572.591146719413,669.203321503052
"582",28.32,27.83,0.782918149466188,27.83,567.089381252714,661.831169127971
"581",27.65,27.08,0.108613319746066,27.08,556.002168295487,643.99525907242
"580",27.43,27.040001,1.21771217712176,27.040001,554.771187701554,643.044034317337
"579",27.059999,26.65,0.110980388051023,26.65,546.971942481483,633.769337307237
"578",26.790001,26.49,1.59271893846344,26.49,549.46098622956,629.964343162053
"577",26.9,26.549999,1.39464374690373,26.549999,549.875163402136,631.391192185284
"576",26.690001,25.860001,0.0374850074962616,25.860001,532.974972843118,614.982202496604
"575",26.110001,25.74,1.75370615744349,25.74,534.636625135692,612.128433106503
"574",26.01,25.73,0.813957395889829,25.73,533.186081315017,611.890620972429
"573",25.799999,25.129999,0.194170873786407,25.129999,520.348182146031,597.621869146775
"572",25.48,25.209999,1.59489633173845,25.209999,523.045340971023,599.524366219367
"571",26.280001,26.09,5.12000400000001,26.09,545.85011783736,620.451857799093
"570",26.17,25.58,0.306630893062483,25.58,535.179992881551,608.323438961318
"569",25.889999,25.530001,1.01443624714929,25.530001,533.091934706903,607.134402072162
"568",26.120001,25.42,1.35817229336439,25.42,525.851648438086,604.518444816134
"567",26.389999,26.25,2.16801780874952,26.25,534.402081746022,624.256851944277
"566",27.23,27.07,2.29150630009367,27.07,543.435905688539,643.757446938346
"565",27.799999,27.389999,3.49962012287341,27.389999,554.158911363153,651.367411447501
"564",27.200001,26.85,0.0367782259367994,26.85,547.229357222188,638.525579988718
"563",26.889999,26.59,1.16628668171558,26.59,547.435237341534,632.342464502794
"562",27.84,27.57,3.07293594964827,27.57,558.785245964683,655.648053642047
"561",28.1,28.02,2.25618631732169,28.02,569.765742064426,666.349599675377
"560",28,27.4,0,27.4,557.556476163045,651.605247362788
"559",27.48,26.52,1.17820324005891,26.52,544.418179228423,630.677779564275
"558",27.110001,26.92,1.11899295483003,26.92,546.651918369305,640.190264927236
"557",27.200001,26.629999,2.06379362101314,26.629999,546.241652514922,633.293689257876
"556",26.82,25.690001,0,25.690001,523.227017127144,610.939396217346
"555",25.959999,25.73,1.32708035413425,25.73,525.473482638873,611.890620972429
"554",26.360001,25.969999,2.13096482491147,25.969999,528.730970452887,617.598088408991
"553",26.33,25.98,0.41953090844893,25.98,523.891347683347,617.835924324279
"552",26.4,26.110001,1.81257231006556,26.110001,527.528099186407,620.927505848454
"551",26.4,26.139999,1.26582278481012,26.139999,528.944533379539,621.64089468825
"550",27.620001,26.85,3.83459022556391,26.85,533.915816587993,638.525579988718
"549",27.41,26.98,0.920471281296024,26.98,530.377346522241,641.61713773168
"548",27.85,27.77,2.65389246789137,27.77,542.889032650633,660.404296323527
"547",27.92,27.43,0.251346499102335,27.43,534.701837185165,652.31868376501
"546",29.02,28.969999,3.60585505176722,28.969999,553.027907481342,688.941728631194
"545",29.07,28.309999,0.103302338040553,28.309999,539.125997542799,673.24612778231
"544",28.459999,27.57,0.458873985174732,27.57,524.663033965936,655.648053642047
"543",27.85,26.889999,1.08893288889049,26.889999,512.093973530852,639.4768047438
"542",27.299999,27.120001,1.56250005812873,27.120001,516.666279423994,644.946531389929
"541",27.549999,27.040001,1.73559453471197,27.040001,515.903128223452,643.044034317337
"540",27.299999,26.68,0.5895357623263,26.68,507.159026092878,634.48277370946
"539",27.33,26.82,2.74436090225563,26.82,511.353574428985,637.812143586496
"538",27.280001,27.07,1.45036078283232,27.07,514.776562832621,643.757446938346
"537",26.99,26.6,0.260029717682009,26.6,508.657376350213,632.580276636868
"536",26.549999,26.129999,0.264346676737157,26.129999,501.934166743719,621.403082554176
"535",26.6,26.25,0.757575757575768,26.25,499.082268069039,624.256851944277
"534",26.190001,25.76,0.0382009167303384,25.76,491.075600666862,612.604057374651
"533",26.08,25.66,0.811747166148143,25.66,487.089270429934,610.225936033911
"532",25.85,25.16,0.77972709551658,25.16,477.784251228739,598.33532933021
"531",25.530001,25.059999,2.94355657030471,25.059999,482.793279871017,595.957184208256
"530",24.969999,24.309999,0,24.309999,470.03222350434,578.121274152706
"529",24.540001,24.1,0,24.1,461.604569064793,573.127243118365
"528",23.809999,23.32,0.0840605261008502,23.32,452.484997818663,554.577896660592
"527",24.780001,24.549999,2.69375062966229,24.549999,460.36082487874,583.828765370482
"526",24.950001,24.35,1.29923675595765,24.35,455.127346363161,579.072546470215
"525",24.32,23.85,0.206015657189949,23.85,447.251224176407,567.181939766515
"524",23.93,23.52,0.167438265694361,23.52,440.324371408684,559.334139342072
"523",23.709999,22.9,1.54175160599571,22.9,431.838462751986,544.589787029484
"522",23.09,22.969999,0.434971726837762,22.969999,431.462768924517,546.254448186788
"521",23.4,23.290001,1.60659567491984,23.290001,436.333820381283,553.864484039583
"520",24.6,24.33,2.24439327699059,24.33,441.230352913839,578.596922202067
"519",24.35,24.030001,1.33166453051749,24.030001,441.230352913839,571.46258196106
"518",24.26,23.77,0.413907284768218,23.77,434.107843077896,565.279442693923
"517",23.83,23.73,0.463747911625125,23.73,434.290874811524,564.328194157627
"516",23.889999,23.629999,1.40067917659929,23.629999,435.581212779569,561.950049035673
"515",24.25,24.02,1.4219991635299,24.02,437.585141403816,571.224746045773
"514",24.690001,24.209999,2.49066417600665,24.209999,439.764874877594,575.743152811966
"513",25.190001,24.309999,4.09090892186328,24.309999,441.763769700234,578.121274152706
"512",24.75,23.9,1.93574538979631,23.9,434.84982129266,568.371000436885
"511",24.700001,24.530001,0.447340382269217,24.530001,433.788798339112,583.353188664761
"510",24.110001,23.940001,0.668058427220943,23.940001,433.607675675134,569.322272754394
"509",24.43,24.25,1.20132979292998,24.25,435.583536483245,576.694425129475
"508",24.65,24.16,0.571195430436544,24.16,429.36345334293,574.554115922809
"507",24.84,24.66,2.47524752475248,24.66,436.802919118674,586.444722626509
"506",24.98,24.879999,1.21555915721232,24.879999,440.342633341559,591.676565794924
"505",25.059999,24.809999,0.36043253345745,24.809999,437.521054480677,590.011880856406
"504",24.77,24.41,0.283396749660048,24.41,432.384150100776,580.499419274659
"503",24.709999,24.52,2.02312147081427,24.52,437.739876061557,583.115352749473
"502",24.66,24.370001,0.0405679513184648,24.370001,432.767595024747,579.548194519577
"501",25.040001,24.709999,2.32939118632576,24.709999,437.012148643484,587.633759515666
"500",25.49,25.48,1.67530913442361,25.48,444.159136315755,605.945317620578
"499",25.83,25.799999,0.977326035965598,25.799999,447.979095886917,613.555282129733
"498",26,25.809999,0.154087062946344,25.809999,445.39061873085,613.793094263807
"497",25.93,25.91,0.738150738150743,25.91,448.332204013843,616.171239385761
"496",26.43,26.280001,1.92826841496336,26.280001,454.383755102815,624.970312127713
"495",26.75,26.32,1.36415692929735,26.32,453.178510325298,625.921536882795
"494",26.780001,26.65,1.55479705897622,26.65,457.990399779248,633.769337307237
"493",26.77,26.18,0.0747663551401853,26.18,448.231352008251,622.592167005759
"492",26.110001,25.879999,1.12316421378776,25.879999,449.272925706514,615.457779202325
"491",26.129999,26.049999,0.538664871104269,26.049999,450.310091011226,619.500585481583
"490",26.299999,26.129999,0.766279693486583,26.129999,450.827671563726,621.403082554176
"489",26.530001,26.51,0.797876139817636,26.51,454.082126639604,630.439967430201
"488",34.880001,34.360001,3.99522945750656,34.360001,465.183716763125,817.122516459513
"487",34.73,34.009998,2.84275984601716,34.009998,468.489703190596,808.799020423282
"486",35.630001,35.43,4.57881127091283,35.43,487.19078908256,842.568391024219
"485",37.959999,37.630001,6.47965461544713,37.78900212,516.422236427514,894.887084301714
"484",38.310001,36.799999,0.922028475290538,36.799999,500.641156078805,875.148629611145
"483",38.290001,37.490002,2.65416092906599,37.490002,503.191379245793,891.557738205892
"482",38.490002,38.049999,2.20393520977166,38.049999,508.402322812295,904.875146370396
"481",39.32,39.189999,2.31589903721051,39.189999,518.456583986769,931.985729654833
"480",39.25,38.549999,0.357962148863141,38.549999,511.032991132712,916.765753074096
"479",38.939999,38.869999,0.854695652559025,38.869999,514.474264175635,924.375741364465
"478",39.189999,38.540001,0.153329921969591,38.540001,506.717049554975,916.527988502449
"477",38.740002,38.5,0.388706918890906,38.5,505.535278773427,915.57671618494
"476",38.5,38.220001,0.7853376757765,38.220001,505.799956922924,908.918000212081
"475",38.32,37.02,0.209199779853558,37.02,489.663008001063,880.380520341986
"474",37.549999,36.650002,1.9549197960945,36.650002,487.269868260256,871.581518943675
"473",37.07,36.560001,1.9526924655475,36.560001,489.950120487203,869.441185955795
"472",37.490002,37.080002,1.40654851483504,37.080002,491.407924158988,881.807440708857
"471",38.279999,37.810001,2.27090301896873,37.810001,496.396850223331,899.167702715047
"470",38.580002,38.41,0.599749705332451,38.41,497.173507468713,913.436406978274
"469",38.849998,38.32,1.22458829534684,38.32,496.396256117896,911.296097771608
"468",38.75,38.549999,0.990359681792017,38.549999,498.724932907833,916.765753074096
"467",40.630001,40.549999,4.17948974358974,40.549999,518.546039248403,964.328179888898
"466",41.939999,41.34,2.54277982675893,41.34,524.124504016625,983.115362261959
"465",41.200001,39.639999,1.27827187807276,39.639999,510.725044618842,942.687275688163
"464",40.849998,40.549999,2.22722478046109,40.549999,518.265779950821,964.328179888898
"463",41.779999,41.279999,2.17657134205359,41.279999,523.208887290608,981.688465676301
"462",42.259998,41.290001,0.571151832460716,41.290001,514.119359339317,981.926325372802
"461",42.16,41.869999,0.764818355640519,41.869999,514.487979479394,995.719381586668
"460",42.169998,41.779999,0.380861717727298,41.779999,511.671228076733,993.579072380002
"459",42.77,42.66,2.34505617743345,42.66,522.323380412301,1014.50656395973
"458",44.610001,43.950001,3.52750290090508,43.950001,532.748041110327,1045.18435303649
"457",44.790001,44.040001,0.969341727472007,44.040001,528.904953434218,1047.32466224315
"456",44.259998,43.599998,0.0451989129656728,43.599998,521.253478060918,1036.86085700026
"455",45.09,45.040001,3.91795584046915,45.040001,541.075310306351,1071.10587565056
"454",45.619999,44.75,0.197671869046172,44.75,531.805856973755,1064.2092999812
"453",45.080002,44.310001,0.0888121649908414,44.310001,523.186446072968,1053.74558986315
"452",44.939999,42.509998,0.200671134924021,42.509998,495.889760712787,1010.93933438619
"451",45.439999,45.07,6.91764470588235,45.05,525.643146355554,1071.81928827156
"450",45.470001,45.23,1.40499776984835,45.23,530.214975683803,1075.62428241675
"449",46.049999,45.98,1.18655465552867,45.98,535.690741668265,1093.4601924723
"448",47.599998,47.490002,2.76338082901554,47.490002,549.221813324857,1129.3698722799
"447",47.549999,47.189999,0.571066001926107,47.189999,548.176340307837,1122.23543691404
"446",49.66,48.450001,2.37064944838794,48.450001,547.498357680638,1152.19981336979
"445",49.540001,49.459999,0.629699370302675,49.459999,550.056230416128,1176.21879134884
"444",50.599998,50.389999,1.1797640943717,50.389999,554.23583301508,1198.33531981772
"443",51.279999,51.240002,1.96857820702766,51.240002,564.705600068776,1218.54942255766
"442",51.599998,50.23,2.9118448925378,50.23,565.719243262343,1194.53034945375
"441",51.029999,50.419998,2.12126871880589,50.419998,570.813739104165,1199.04873243873
"440",51.099998,50.279999,1.93496305735162,50.279999,572.521716712985,1195.71938634291
"439",50.720001,49.18,0.495343758760773,49.18,557.888200318138,1169.56007537598
"438",51.16,51.040001,2.79284709664455,51.040001,572.124056703354,1213.79315609496
"437",51.290001,50.52,1.10388527498523,50.52,569.755713476315,1201.4269013419
"436",50.599998,47.139999,0,47.139999,530.796142788736,1121.04637624367
"435",47.84,46.77,0.970871655321416,46.77,523.96232744337,1112.24735106415
"434",49.68,49.049999,3.78107590936027,49.049999,536.878048339524,1166.46849385181
"433",49.869999,49.110001,1.4030073200488,49.110001,536.113897739571,1167.89541421868
"432",49.630001,49.509998,2.7323534934309,49.509998,549.430707005333,1177.407828238
"431",51,49.5,2.02039999918383,49.5,544.045187210914,1177.17006366635
"430",51.240002,51.139999,2.39808348525013,51.139999,556.004591804884,1216.17122987328
"429",52.220001,52.209999,2.15180364146721,52.209999,567.859932511509,1241.61712821919
"428",54.830002,54.220001,1.19970837947582,54.220001,568.279182514469,1289.4174147305
"427",54.810001,53.849998,0.237748719824433,53.849998,559.653124393668,1280.61829442612
"426",54.759998,52.68,0.791452207198512,52.68,542.656460661615,1252.79432230189
